id,question,context,timestamp
93,"Bạn hãy giúp giải đáp thắc mắc sau liệu có bất thường nào khi so sánh đánh giá tháng và quý của chỉ tiêu Tổng đài 18008000 không, hiện trạng của năm bây giờ như thế nào trong t3/2021?",Cả tháng 3 và quý 1 trong cùng 2021 của chỉ tiêu Tổng đài 18008000 đều được đánh giá là không đạt.,2023-08-06T17:38:50.447867+08:00
94,"Có thể cho tôi biết cả quý và tháng đều nhận được xem xét không tốt của chỉ tiêu Kênh FO hay không, liệu có ảnh hưởng gì kết quả năm hay không trong tháng 5, năm 2020?","với chỉ tiêu Kênh FO, hiện trạng có được trong T5/2020 được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 2 cùng kỳ , cho thấy Tôi thấy được hiện trạng KPI của năm được đánh giá là không đạt khi KPI đạt được 90.0 % nhưng mục tiêu đề ra là 94.9 %. kết quả này xảy ra có thể do mục tiêu KPI đề ra quá cao, có thể điều chỉnh các con số này lại sao cho phù hợp hơn với tình cảnh hiện tại",2023-08-06T17:38:50.447867+08:00
95,"Bạn hãy giúp t giải đáp thắc mắc sau trong tháng 7, năm 2022 xem xét tháng của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính khác gì so với quý, liệu có ảnh hưởng gì kết quả năm hay không?","tuy kết quả của tháng với chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính được đánh giá là không đạt khi KPI hiện trạng đạt được 91.8 % giảm 10.8 so với KPI của mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn đạt khi KPI hiện trạng đạt được 81.3 % tăng 0.4 so với KPI của mục tiêu quý. Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 81.5 % so với mục tiêu KPI năm là 81.8 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.447867+08:00
96,"Bạn hãy giúp tui giải đáp thắc mắc sau xem xét tháng của chỉ tiêu Nhóm dịch vụ viễn thông cố định khác gì so với quý trong tháng 3, năm 2022?","ta thấy kết quả của tháng với chỉ tiêu Nhóm dịch vụ viễn thông cố định được đánh giá là đạt nhưng hiện kết quả đánh giá của quý vẫn chưa đạt .     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.447867+08:00
97,"Hãy giúp tôi hiểu hơn về có sự bất thường nào khi so sánh của kết quả tháng và quý của chỉ tiêu Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát hay không, liệu có ảnh hưởng gì kết quả năm hay không trong tháng 1, năm 2023?","tuy kết quả của tháng với chỉ tiêu Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát được đánh giá là không đạt nhưng hiện kết quả đánh giá của quý vẫn đạt . Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 94.2 % so với mục tiêu KPI năm là 87.1 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.463548+08:00
98,Tui muốn biết trong t10/2020 cả tháng với quý đều nhận được tình hình không tốt của chỉ tiêu Tổng đài 18009000 hay không ?,"ta thấy kết quả của tháng với chỉ tiêu Tổng đài 18009000 được đánh giá là đạt khi KPI hiện trạng đạt được 91.3 % gấp 0.97 lần của KPI mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn chưa đạt khi KPI hiện trạng đạt được 98.0 % chỉ bằng 1.04 lần của KPI mục tiêu quý.     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.463548+08:00
99,"Bạn hãy giúp tôi giải đáp thắc mắc sau trong t6/2021 liệu có bất thường nào khi so sánh đánh giá tháng và quý của chỉ tiêu Kênh BO không, xem xét về kpi của năm ra làm sao?",Cả tháng 6 và quý 2 trong cùng 2021 của chỉ tiêu Kênh BO đều được đánh giá là không đạt.,2023-08-06T17:38:50.463548+08:00
100,"Có thể cho biết trong tháng 5, 2023 thống kê về kết quả của tháng với quý chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn 24 giờ, hiện trạng của năm bây giờ như thế nào?","tuy kết quả của tháng với chỉ tiêu Xử lý PAKH dịch vụ Kênh truyền - Xử lý PAKH trong hạn 24 giờ được đánh giá là không đạt khi KPI hiện trạng đạt được 91.8 % nhưng mục tiêu đề ra là 91.2 % nhưng hiện kết quả đánh giá của quý vẫn đạt khi KPI hiện trạng đạt được 80.3 % vượt qua mục tiêu đề ra là 80.8 %. Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 80.6 % so với mục tiêu KPI năm là 80.8 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.479227+08:00
101,"Hãy giúp tôi hiểu hơn về chỉ tiêu Tổng đài 19009095 có kết quả đánh giá trong cùng quý với tháng thế nào, còn năm thì ra sao đấy trong tháng 11, 2020?","ta thấy kết quả của tháng với chỉ tiêu Tổng đài 19009095 được đánh giá là đạt khi KPI hiện trạng đạt được 83.5 % gấp 0.9 lần của KPI mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn chưa đạt khi KPI hiện trạng đạt được 97.0 % chỉ bằng 1.02 lần của KPI mục tiêu quý.     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.479227+08:00
102,"Tôi muốn biết trong tháng 1, 2021 so sánh tình hình nhận được của chỉ tiêu PAKH/10.000 thuê bao/ngày dịch vụ GP CNTT trong quý với tháng, xem xét về kpi của năm ra làm sao?",Cả tháng 1 và quý 1 trong cùng 2021 của chỉ tiêu PAKH/10.000 thuê bao/ngày dịch vụ GP CNTT đều được đánh giá là không đạt.,2023-08-06T17:38:50.479227+08:00
103,"Bạn hãy giúp tui giải đáp thắc mắc sau liệu cả tháng với quý của chỉ tiêu Tỷ lệ hài lòng của KH dịch vụ chuyển phát có cùng chưa đạt hay không, còn năm thì ra sao đấy trong tháng 4, năm 2022?",Cả tháng 4 và quý 2 trong cùng 2022 của chỉ tiêu Tỷ lệ hài lòng của KH dịch vụ chuyển phát đều được đánh giá là không đạt.,2023-08-06T17:38:50.479227+08:00
104,"Hãy giúp hiểu hơn về trong t6/2020 chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính có kết quả đánh giá trong cùng tháng và quý ra sao, cho tôi biết thêm về kết quả của năm được hay không?","ta thấy kết quả của tháng với chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính được đánh giá là đạt khi KPI hiện trạng đạt được 84.5 % gấp 0.92 lần của KPI mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn chưa đạt khi KPI hiện trạng đạt được 98.6 % chỉ bằng 1.19 lần của KPI mục tiêu quý.     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. tuy nhiên kết quả đánh giá của KPI của năm lại đạt điều này chứng tỏ kết quả không đạt của chỉ tiêu tháng này không ảnh hưởng nhiều đến kết quả KPI dự kiến của năm.",2023-08-06T17:38:50.494934+08:00
105,"Tháng 11, 2021 cho tui biết chỉ tiêu Nhóm dịch vụ viễn thông cố định có kết quả đánh giá trong cùng quý với tháng ra sao, kết quả về kpi của năm ra làm sao?","với chỉ tiêu Nhóm dịch vụ viễn thông cố định, hiện trạng có được trong T11/2021 là 14.8giây so với mục tiêu đề ra là 14.7giây được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 4 năm 2021 là 14.8giây so với mục tiêu đề ra là 14.7giây, cho thấy Ta cũng có được hiện trạng KPI của năm được đánh giá là không đạt . kết quả này xảy ra có thể do mục tiêu KPI đề ra quá cao, có thể điều chỉnh các con số này lại sao cho phù hợp hơn với tình cảnh hiện tại",2023-08-06T17:38:50.494934+08:00
106,Cho tui hỏi liệu cả tháng với quý của chỉ tiêu Nhóm dịch vụ viễn thông cố định có cùng không ổn hay không trong t1/2023?,"với chỉ tiêu Nhóm dịch vụ viễn thông cố định, hiện trạng có được trong tháng 1 năm 2023 là 5.7giây so với mục tiêu đề ra là 6.1giây được đánh giá là đạt và kết quả này vẫn duy trì trong quý 1 năm 2023 là 5.7giây so với mục tiêu đề ra là 6.1giây, cho thấy đã đáp ứng đầy đủ với kế hoạch đặt ra của chỉ tiêu này. Tuy nhiên, hiện trạng năm đánh giá là không đạt khi KPI đạt được 12.4giây nhưng mục tiêu đề ra là 10.4giây. Điều này cho thấy cần điều chỉnh lại các mục tiêu KPI đề ra của cả tháng và quý hoặc là điều chỉnh KPI của năm.",2023-08-06T17:38:50.494934+08:00
107,"T6/2020 có thể cho t biết đánh giá đối với quý và tháng ra sao với chỉ tiêu Giao tiền nhanh (trong 24h)so sánh hiện trạng nhận được nhận được của quý với tháng với chỉ tiêu Giao tiền nhanh (trong 24h), đánh giá về kpi của năm ra làm sao?",Cả tháng 6 và quý 2 trong cùng 2020 của chỉ tiêu Giao tiền nhanh (trong 24h) đều được đánh giá là không đạt.,2023-08-06T17:38:50.494934+08:00
108,"Tháng 1, năm 2021 hãy giúp tui hiểu hơn về hiện trạng nhận được của tháng và quý của chỉ tiêu Mức độ hài lòng dịch vụ chuyển đổi số cho KH doanh nghiệp lớn và chính phủ (CSAT) thế nào, cho t biết thêm về hiện trạng nhận được của năm được hay không?","tuy kết quả của tháng với chỉ tiêu Mức độ hài lòng dịch vụ chuyển đổi số cho KH doanh nghiệp lớn và chính phủ (CSAT) được đánh giá là không đạt nhưng hiện kết quả đánh giá của quý vẫn đạt . Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 91.2 % so với mục tiêu KPI năm là 90.2 % điều này chứng tỏ kết quả không đạt của chỉ tiêu tháng này không ảnh hưởng nhiều đến kết quả KPI dự kiến của năm.",2023-08-06T17:38:50.511286+08:00
109,Hãy giúp t hiểu hơn về trong t3/2022 liệu có bất thường nào khi so sánh đánh giá tháng và quý của chỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phát không ?,"ta thấy kết quả của tháng với chỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phát được đánh giá là đạt khi KPI hiện trạng đạt được 80.2 % gấp 0.98 lần của KPI mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn chưa đạt khi KPI hiện trạng đạt được 97.1 % chỉ bằng 1.03 lần của KPI mục tiêu quý.     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.516370+08:00
110,"T4/2021 có thể cho tui biết cả tháng với quý đều nhận được tình hình ổn của chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát hay không, liệu có ảnh hưởng gì kết quả năm hay không?","ta thấy kết quả của tháng với chỉ tiêu Tỷ lệ xử lý thành công tại bàn dịch vụ chuyển phát được đánh giá là đạt nhưng hiện kết quả đánh giá của quý vẫn chưa đạt .     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.520834+08:00
111,Có một câu hỏi là trong t3/2021 xem xét của tháng và quý của chỉ tiêu Xử lý PAKH dịch vụ ứng dụng CNTT thế nào ?,"tuy kết quả của tháng với chỉ tiêu Xử lý PAKH dịch vụ ứng dụng CNTT được đánh giá là không đạt khi KPI hiện trạng đạt được 95.1 % nhưng mục tiêu đề ra là 82.9 % nhưng hiện kết quả đánh giá của quý vẫn đạt khi KPI hiện trạng đạt được 82.0 % vượt qua mục tiêu đề ra là 82.5 %. Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 81.7 % so với mục tiêu KPI năm là 82.5 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.524726+08:00
112,"Bạn có thể làm rõ thêm về trong t1/2020 kết quả của tháng và quý của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính ra sao, cho tui biết thêm về hiện trạng nhận được của năm được hay không?",Cả tháng 1 và quý 1 trong cùng 2020 của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính đều được đánh giá là không đạt.,2023-08-06T17:38:50.528704+08:00
113,"Tháng 1, năm 2020 bạn hãy giúp giải đáp thắc mắc sau thống kê về kết quả của tháng và quý chỉ tiêu Lỗi SME - vBHXH, cho t biết thêm về tình hình của năm được hay không?",Cả tháng 1 và quý 1 trong cùng 2020 của chỉ tiêu Lỗi SME - vBHXH đều được đánh giá là không đạt.,2023-08-06T17:38:50.532692+08:00
114,Tôi có một câu hỏi là liệu có bất thường nào khi so sánh đánh giá tháng và quý của chỉ tiêu Phản ánh về CLM vô tuyến - Phản ánh về chất lượng sóng và thoại không trong t2/2020?,"tuy kết quả của tháng với chỉ tiêu Phản ánh về CLM vô tuyến - Phản ánh về chất lượng sóng và thoại được đánh giá là không đạt khi KPI hiện trạng đạt được 4.1pa/1ttb/ngày nhưng mục tiêu đề ra là 11.8pa/1ttb/ngày nhưng hiện kết quả đánh giá của quý vẫn đạt khi KPI hiện trạng đạt được 6.3pa/1ttb/ngày vượt qua mục tiêu đề ra là 6.1pa/1ttb/ngày. Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.536514+08:00
115,"Tháng 5, năm 2022 tôi có một vấn đề cần được giải đáp có hiện tượng gì lạ nào khi so sánh của kết quả tháng và quý của chỉ tiêu Lỗi SME - Hóa đơn điện tử hay không ?","với chỉ tiêu Lỗi SME - Hóa đơn điện tử, hiện trạng có được trong T5/2022 được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 2 năm 2022 , cho thấy Tuy nhiên KPI năm lại đạt, trường hợp này chưa thấy xảy ra bao giờ",2023-08-06T17:38:50.539695+08:00
116,"Có một câu hỏi là thống kê về kết quả của quý và tháng chỉ tiêu Giao tiền nhanh (trong 2h), liệu có ảnh hưởng gì kết quả năm hay không trong tháng 6, 2023?","với chỉ tiêu Giao tiền nhanh (trong 2h), hiện trạng có được trong T6/2023 được đánh giá là không đạt và kết quả này vẫn xảy ra trong Q2/2023 , cho thấy Tuy nhiên KPI năm lại đạt, trường hợp này chưa thấy xảy ra bao giờ",2023-08-06T17:38:50.544615+08:00
117,"Tháng 8, năm 2022 hãy giúp tui hiểu hơn về có thấy sự bất thường khi so sánh đánh giá tháng và quý của chỉ tiêu Dịch vụ ViettelPay không, hiện trạng của năm bây giờ như thế nào?","ta thấy kết quả của tháng với chỉ tiêu Dịch vụ ViettelPay được đánh giá là đạt nhưng hiện kết quả đánh giá của quý vẫn chưa đạt .     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. do kết quả KPI của năm tính đến hiện tại là 14.7 % so với mục tiêu KPI năm là 12.8 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.548551+08:00
118,"Hãy giúp t hiểu hơn về trong tháng 1, 2021 liệu có bất thường nào khi so sánh tình hình tháng và quý của chỉ tiêu Tỷ lệ xử lý đúng hạn dịch vụ chuyển phát không, liệu có ảnh hưởng gì kết quả năm hay không?","trong T1/2021 và Q1/2021, chỉ tiêu Tỷ lệ xử lý đúng hạn dịch vụ chuyển phát đều được đánh giá là đạt.Chỉ tiêu Tỷ lệ xử lý đúng hạn dịch vụ chuyển phát đều được đánh giá là đạt trong T1/2021 và Q1/2021",2023-08-06T17:38:50.552393+08:00
119,"Cho t biết có thấy bất thường khi so sánh kết quả tháng và quý của chỉ tiêu KHDN SME không, xem xét về kpi của năm ra làm sao trong tháng 4, năm 2020?","với chỉ tiêu KHDN SME, hiện trạng có được trong T4/2020 là 80.8 % so với mục tiêu đề ra là 94.9 % được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 2 năm 2020 là 80.8 % so với mục tiêu đề ra là 94.9 %, cho thấy Tôi thấy được hiện trạng KPI của năm được đánh giá là không đạt . cần giải trình nguyên nhân dẫn đến kết quả không tốt này từ VTT",2023-08-06T17:38:50.556708+08:00
120,T8/2021 có thể cho tui biết cả quý và tháng đều nhận được đánh giá không tốt của chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO hay không ?,"ta thấy kết quả của tháng với chỉ tiêu Mức độ hài lòng của khách hàng về kênh tiếp nhận - Mức độ hài lòng của khách hàng kênh FO được đánh giá là đạt nhưng hiện kết quả đánh giá của quý vẫn chưa đạt .     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. do kết quả KPI của năm tính đến hiện tại là 91.2 % so với mục tiêu KPI năm là 98.9 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.557858+08:00
121,"Tôi có một câu hỏi là trong tháng 9, 2022 liệu cả quý và tháng của chỉ tiêu Tỷ lệ hài lòng của KH dịch vụ chuyển phát có cùng chưa đạt hay không, liệu có ảnh hưởng gì kết quả năm hay không?","với chỉ tiêu Tỷ lệ hài lòng của KH dịch vụ chuyển phát, hiện trạng có được trong tháng 9 năm 2022 được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 3 cùng kỳ , cho thấy Tuy nhiên KPI năm lại đạt, trường hợp này chưa thấy xảy ra bao giờ",2023-08-06T17:38:50.557858+08:00
122,"Tháng 3, năm 2020 bạn hãy giúp tui giải đáp thắc mắc sau đánh giá đối với quý với tháng ra sao với chỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phátso sánh đánh giá nhận được của tháng với quý với chỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phát, xem xét về kpi của năm ra làm sao?","ta thấy kết quả của tháng với chỉ tiêu Tỷ lệ gỡ bài thành công dịch vụ chuyển phát được đánh giá là đạt khi KPI hiện trạng đạt được 80.1 % tăng 0.8 so với KPI của mục tiêu tháng nhưng hiện kết quả đánh giá của quý vẫn chưa đạt khi KPI hiện trạng đạt được 93.1 % giảm 2.2 so với KPI của mục tiêu quý.     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.557858+08:00
123,"Tháng 3, 2023 bạn hãy giúp tui giải đáp thắc mắc sau hiện trạng nhận được của tháng và quý của chỉ tiêu Xử lý PAKH dịch vụ ứng dụng CNTT ra sao, kết quả về kpi của năm ra làm sao?","với chỉ tiêu Xử lý PAKH dịch vụ ứng dụng CNTT, hiện trạng có được trong tháng 3 năm 2023 là 86.4 % so với mục tiêu đề ra là 90.9 % được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 1 cùng kỳ là 86.4 % so với mục tiêu đề ra là 90.9 %, cho thấy Tuy nhiên KPI năm lại đạt, trường hợp này chưa thấy xảy ra bao giờ",2023-08-06T17:38:50.557858+08:00
124,"Bạn có thể trình bày thêm về cả tháng với quý đều nhận được xem xét tốt của chỉ tiêu Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát hay không trong tháng 7, năm 2020?","với chỉ tiêu Tỷ lệ phản ánh khiếu nại KH dịch vụ chuyển phát, hiện trạng có được trong tháng 7 năm 2020 là 100.0 % so với mục tiêu đề ra là 77.9 % được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 3 năm 2020 là 100.0 % so với mục tiêu đề ra là 77.9 %, cho thấy Tuy nhiên KPI năm lại đạt, trường hợp này chưa thấy xảy ra bao giờ",2023-08-06T17:38:50.573506+08:00
125,Tôi có một vấn đề cần được giải đáp kết quả của quý mà chỉ tiêu Lỗi SME - vBHXH khác biệt thế nào so với tháng trong t12/2020?,"tuy kết quả của tháng với chỉ tiêu Lỗi SME - vBHXH được đánh giá là không đạt nhưng hiện kết quả đánh giá của quý vẫn đạt . Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại lên mức đạt. do kết quả KPI của năm tính đến hiện tại là 85.8 % so với mục tiêu KPI năm là 94.9 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.573506+08:00
126,"Cho tôi biết trong tháng 5, năm 2021 cả quý với tháng đều nhận được xem xét không tốt của chỉ tiêu Mức độ hài lòng dịch vụ chuyển đổi số cho KH doanh nghiệp lớn và chính phủ (CSAT) hay không, còn năm thì ra sao đấy?","ta thấy kết quả của tháng với chỉ tiêu Mức độ hài lòng dịch vụ chuyển đổi số cho KH doanh nghiệp lớn và chính phủ (CSAT) được đánh giá là đạt nhưng hiện kết quả đánh giá của quý vẫn chưa đạt .     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. do kết quả KPI của năm tính đến hiện tại là 88.1 % so với mục tiêu KPI năm là 90.2 % cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.573506+08:00
127,"Bạn có thể cho biết thêm trong tháng 1, 2022 cả tháng và quý đều nhận được kết quả không ổn của chỉ tiêu Phản ánh về lỗi dịch vụ cố định - Phản ánh về lỗi dịch vụ FTTH Truyền hình số hay không, liệu có ảnh hưởng gì kết quả năm hay không?","ta thấy kết quả của tháng với chỉ tiêu Phản ánh về lỗi dịch vụ cố định - Phản ánh về lỗi dịch vụ FTTH Truyền hình số được đánh giá là đạt nhưng hiện kết quả đánh giá của quý vẫn chưa đạt .     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. bên cạnh đó kết quả đánh giá của KPI của năm lại không đạt cho ta thấy được các quý trước có kết quả không tốt đã ảnh hưởng tới cả kết quả của quý này. Cần xem lại các kết quả của quý trước.",2023-08-06T17:38:50.573506+08:00
128,"Hãy giúp tôi hiểu hơn về chỉ tiêu Nhóm dịch vụ viễn thông cố định có kết quả đánh giá trong cùng quý và tháng thế nào trong tháng 5, năm 2020?","với chỉ tiêu Nhóm dịch vụ viễn thông cố định, hiện trạng có được trong T5/2020 được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 2 cùng kỳ , cho thấy Tuy nhiên KPI năm lại đạt, trường hợp này chưa thấy xảy ra bao giờ",2023-08-06T17:38:50.589404+08:00
129,"Có thể cho biết hiện trạng nhận được của quý mà chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính chênh lệch như thế nào so với tháng trong tháng 8, năm 2021?","với chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính, hiện trạng có được trong tháng 8 năm 2021 là 80.0 % so với mục tiêu đề ra là 81.5 % được đánh giá là không đạt và kết quả này vẫn xảy ra trong quý 3 cùng kỳ là 80.0 % so với mục tiêu đề ra là 81.5 %, cho thấy Tuy nhiên KPI năm lại đạt, trường hợp này chưa thấy xảy ra bao giờ",2023-08-06T17:38:50.589404+08:00
130,"Tháng 2, 2022 tôi có một vấn đề cần được giải đáp thống kê về kết quả của quý với tháng chỉ tiêu PAKH/1000 thuê bao/ngày dịch vụ Kênh truyền, hiện trạng của năm bây giờ như thế nào?",Cả tháng 2 và quý 1 trong cùng 2022 của chỉ tiêu PAKH/1000 thuê bao/ngày dịch vụ Kênh truyền đều được đánh giá là không đạt.,2023-08-06T17:38:50.589404+08:00
131,"Tôi có một vấn đề cần được giải đáp hiện trạng nhận được của quý mà chỉ tiêu KHCN Di động đại trà chênh lệch thế nào so với tháng, kết quả về kpi của năm ra làm sao trong tháng 3, 2022?","cả tháng 3 và quý 1 của năm 2022, chỉ tiêu KHCN Di động đại trà đều được đánh giá là đạt.Chỉ tiêu KHCN Di động đại trà đều được đánh giá là đạt cả tháng 3 và quý 1 của năm 2022",2023-08-06T17:38:50.589404+08:00
132,"Cho t biết trong tháng 2, năm 2021 liệu có bất thường nào khi so sánh hiện trạng nhận được tháng và quý của chỉ tiêu Giao tiền nhanh (trong 24h) không, liệu có ảnh hưởng gì kết quả năm hay không?","ta thấy kết quả của tháng với chỉ tiêu Giao tiền nhanh (trong 24h) được đánh giá là đạt khi KPI hiện trạng đạt được 82.4 % với mục tiêu đề ra là 93.8 % nhưng hiện kết quả đánh giá của quý vẫn chưa đạt khi KPI hiện trạng đạt được 93.4 % trong khi đó mục tiêu đề ra là 84.0 %.     Điều này cho thấy, các hiện trạng KPI tháng trước đã kéo kết quả của quý hiện tại xuống mức không đạt. tuy nhiên kết quả đánh giá của KPI của năm lại đạt điều này chứng tỏ kết quả không đạt của chỉ tiêu tháng này không ảnh hưởng nhiều đến kết quả KPI dự kiến của năm.",2023-08-06T17:38:50.608720+08:00
133,"Hãy giúp t hiểu hơn về có thấy bất thường khi so sánh hiện trạng nhận được tháng và quý của chỉ tiêu Lỗi SME - vTracking không, liệu có ảnh hưởng gì kết quả năm hay không trong tháng 4, năm 2021?","cả tháng 4 và quý 2 của năm 2021, chỉ tiêu Lỗi SME - vTracking đều được đánh giá là đạt.Chỉ tiêu Lỗi SME - vTracking đều được đánh giá là đạt cả tháng 4 và quý 2 của năm 2021",2023-08-06T17:38:50.613019+08:00
